State,County,Dem.04,GOP.04,Dem.08,GOP.08,Dem.12,GOP.12,Dem.16,GOP.16
"WV","Monroe",983,1566,813,1467,409,1546,100,1780
"WV","Morgan",850,1696,1188,1798,1001,1835,513,2176
"WV","Nicholas",1896,2108,1792,1899,1148,2192,682,2473
"WV","Ohio",2600,178,2644,78,2294,65,1986,136
"WV","Pendleton",349,904,317,848,65,888,2323,1055
"WV","Pleasants",320,855,151,685,2701,733,2137,1028
"WV","Pocahontas",495,1004,505,827,284,937,2610,1094
"WV","Preston",1658,2599,1751,2466,1284,2580,1041,2827
"WV","Putnam",2709,535,2734,501,2394,582,2058,703
"WV","Raleigh",150,726,25,671,2453,870,2172,972
"WV","Randolph",1942,2342,1847,2224,1433,2268,1161,2549
"WV","Ritchie",65,1352,2820,1195,2450,1272,1885,1457
"WV","Roane",1132,1496,1084,1275,747,1311,228,1613
"WV","Summers",1077,1311,977,1249,536,1308,196,1488
"WV","Taylor",764,1189,1055,1531,749,1624,455,1887
"WV","Tucker",364,924,296,896,2611,935,2363,1133
"WV","Tyler",368,1225,250,1032,2616,989,1912,1314
"WV","Upshur",1326,2273,1281,2185,875,2201,646,2433
"WV","Wayne",2591,2888,2230,2726,1928,2708,1420,136
"WV","Webster",764,650,508,396,2694,663,2009,1006
"WV","Wetzel",1436,1572,1288,1445,905,1492,350,1818
"WV","Wirt",2426,365,2536,482,2316,447,1596,802
"WV","Wood",302,1000,269,965,106,948,2488,1113
"WV","Wyoming",1559,1974,1196,1861,511,2172,75,2347
"WY","Albany",2409,2746,2656,2569,2424,2584,2257,2556
"WY","Big Horn",2755,1786,109,1678,2600,1770,2091,1709
"WY","Campbell",1063,273,1311,321,885,503,331,591
"WY","Carbon",890,1924,1002,1765,854,1730,286,1805
"WY","Converse",185,1853,388,1936,85,1995,2224,2130
"WY","Crook",1964,1261,2227,1289,1750,1368,1154,1449
"WY","Fremont",2055,165,2204,124,2024,132,1707,147
"WY","Goshen",498,1751,709,1651,422,1737,2610,1806
"WY","Hot Springs",2259,729,2241,719,2000,784,1654,832
"WY","Johnson",2452,1428,2708,1440,2429,1459,2176,1498
"WY","Laramie",307,1147,555,1046,357,1004,168,1097
"WY","Lincoln",347,2328,705,2315,274,2468,122,2401
"WY","Natrona",2783,923,52,926,2636,957,2206,1033
"WY","Niobrara",972,68,1046,13,796,19,163,144
"WY","Park",1298,70,1606,98,1292,157,1069,141
"WY","Platte",308,1379,404,1307,218,1382,2311,1481
"WY","Sheridan",1691,2846,1823,15,1544,31,1262,35
"WY","Sublette",2447,1266,2740,1433,2458,1501,2186,1472
"WY","Sweetwater",2016,67,2143,37,1891,180,1387,247
"WY","Teton",2200,2036,2480,1845,2218,1942,2333,1659
"WY","Uinta",668,2259,993,2151,550,2362,215,2275
"WY","Washakie",2617,1417,45,1280,2492,1324,1964,1286
"WY","Weston",2161,1217,2309,1125,1736,1240,1270,1280
