State,County,Dem.04,GOP.04,Dem.08,GOP.08,Dem.12,GOP.12,Dem.16,GOP.16
"KS","Marion",450,1833,1753,2723,1459,2667,1779,2315
"KS","Marshall",628,1424,692,1711,350,1635,1369,2683
"KS","McPherson",1507,2802,673,1380,415,1374,189,1662
"KS","Meade",1501,662,1550,525,1093,428,74,1418
"KS","Miami",1886,2730,2141,2791,1846,2855,827,441
"KS","Mitchell",2382,1137,2391,1041,2113,990,1632,2879
"KS","Montgomery",1762,2815,1785,2780,1473,2669,1831,988
"KS","Morris",2708,809,2705,751,2373,693,1082,2694
"KS","Morton",1210,288,976,174,667,55,2074,732
"KS","Nemaha",322,1692,425,1612,2767,1639,426,2859
"KS","Neosho",980,1871,1108,1813,801,1741,2305,1708
"KS","Ness",1598,393,1260,229,855,235,441,1783
"KS","Norton",1897,872,1964,754,1647,755,531,250
"KS","Osage",1073,1912,1092,1905,926,1793,1177,744
"KS","Osborne",1815,532,1691,474,1391,473,621,1891
"KS","Ottawa",2195,1020,2398,984,2058,976,967,482
"KS","Pawnee",2485,918,2676,791,2371,735,1721,996
"KS","Phillips",2093,956,2046,886,1584,902,2034,783
"KS","Pottawatomie",884,2296,1134,2397,966,2382,1277,980
"KS","Pratt",183,1357,301,1213,2753,1208,903,2531
"KS","Rawlins",1271,413,1193,267,696,252,2398,1252
"KS","Reno",2645,656,2810,581,2485,538,531,241
"KS","Republic",2212,953,2279,812,1863,896,2221,545
"KS","Rice",115,1376,171,1194,2638,1162,1543,863
"KS","Riley",2515,274,56,233,2591,145,2224,1180
"KS","Rooks",2043,899,1886,867,1666,934,2561,2876
"KS","Rush",2002,258,1989,252,1541,188,1163,865
"KS","Russell",2536,1168,2455,1071,2134,1097,946,207
"KS","Saline",2454,474,2588,420,2349,402,1799,1128
"KS","Scott",1471,781,1412,714,1180,659,2117,386
"KS","Sedgwick",2176,14,2593,76,2352,50,972,760
"KS","Seward",10,1672,471,1601,369,1514,2222,17
"KS","Shawnee",1517,1819,1725,1705,1534,1592,463,1338
"KS","Sheridan",982,156,1094,123,568,172,1417,1525
"KS","Sherman",2272,869,2364,801,2110,826,264,217
"KS","Smith",2064,710,1824,652,1488,592,1444,886
"KS","Stafford",1979,594,2083,481,1683,411,1273,630
"KS","Stanton",524,2595,735,2270,334,2161,1296,522
"KS","Stevens",1358,794,1236,709,1019,675,325,2197
"KS","Sumner",1384,2446,1475,2361,1136,2271,882,579
"KS","Thomas",2526,1299,2546,1220,2113,1207,816,2414
"KS","Trego",1785,254,1749,252,1275,281,1827,1255
"KS","Wabaunsee",2779,1077,40,1025,2650,965,756,243
"KS","Wallace",122,2520,2764,2385,2331,2449,2404,1035
"KS","Washington",2275,1060,2310,950,1980,992,1790,2461
"KS","Wichita",682,2725,577,2644,506,2638,1578,937
"KS","Wilson",34,1418,180,1223,2528,1237,379,2562
"KS","Woodson",2036,230,2015,56,1588,35,1998,1222
"KS","Wyandotte",1429,670,1679,602,1435,530,1149,87
"KY","Adair",634,2166,608,2085,571,2195,1268,571
"KY","Allen",749,2057,822,2026,673,2026,328,2373
"KY","Anderson",1378,2320,1514,2383,1427,2406,351,2332
"KY","Ballard",632,1048,422,1088,185,1167,1114,2655
"KY","Barren",2020,94,2085,127,2038,114,2462,1382
"KY","Bath",1138,991,934,945,646,981,1735,402
"KY","Bell",1746,2388,1212,2346,923,2467,360,1355
"KY","Boone",231,1429,576,1458,500,1554,614,2583
"KY","Bourbon",1397,1983,1487,1905,1349,1889,467,1656
"KY","Boyd",11,175,2685,163,2470,110,1191,2141
"KY","Boyle",1875,2584,1911,2525,1796,2563,2106,413
"KY","Bracken",213,1034,250,866,141,863,1737,2619
"KY","Breathitt",1450,1118,927,1147,499,1445,2286,1209
"KY","Breckinridge",1274,2156,1375,2031,1237,1991,491,1681
"KY","Bullitt",2687,808,19,826,2779,913,776,2337
"KY","Butler",403,1749,511,1567,280,1589,2474,1166
"KY","Caldwell",939,1729,935,1625,702,1646,2636,1809
"KY","Calloway",2148,2796,2234,2734,2021,2825,265,1831
"KY","Campbell",395,1124,520,1029,461,1056,1852,50
"KY","Carlisle",103,673,2672,633,2431,748,442,1107
"KY","Carroll",584,938,633,846,552,848,1748,915
"KY","Carter",2106,2116,1779,2025,1458,2048,124,1152
"KY","Casey",177,2032,227,1871,81,1958,947,2550
"KY","Christian",2397,400,2683,379,2544,389,2394,2118
"KY","Clark",2131,2831,2142,2829,1998,2885,2310,455
"KY","Clay",731,2190,508,2134,110,2273,1837,97
"KY","Clinton",2745,1477,2509,1453,2435,1544,2365,2209
"KY","Crittenden",404,1212,265,1119,2735,1253,1991,1623
"KY","Cumberland",2609,1031,2380,857,2168,960,2131,1432
"KY","Daviess",506,1115,756,1006,544,1101,1809,1104
"KY","Edmonson",701,1564,597,1519,352,1412,403,1276
"KY","Elliott",835,2736,494,2738,180,160,2668,1725
"KY","Estill",736,1578,511,1565,342,1599,2347,866
"KY","Fayette",2160,2372,2314,2207,2216,2250,125,1749
"KY","Fleming",1027,1622,972,1483,739,1608,2273,2166
"KY","Floyd",112,2368,2496,2534,1875,2863,350,1894
"KY","Franklin",165,262,187,211,149,169,1663,231
"KY","Fulton",328,510,245,517,23,450,86,214
"KY","Gallatin",187,760,289,722,228,701,2406,567
"KY","Garrard",688,1934,811,1988,572,2057,2360,1080
"KY","Grant",1244,2234,1376,2084,1231,2148,429,2221
"KY","Graves",2253,2878,2157,6,1818,82,745,2493
"KY","Grayson",1279,2474,1395,2334,1191,2316,1412,295
"KY","Green",303,1664,211,1599,161,1569,774,2650
"KY","Greenup",2491,2734,2320,2707,2182,2735,2485,1796
"KY","Hancock",600,1007,890,782,692,956,1693,182
"KY","Hardin",148,1076,522,1022,477,1011,251,1241
"KY","Harlan",1781,2377,1125,2442,689,2704,382,1204
"KY","Harrison",1238,1951,1276,1825,1060,1850,366,2790
"KY","Hart",1068,1797,977,1784,963,1763,809,2106
"KY","Henderson",2559,51,5,2810,2519,34,621,2064
"KY","Henry",1002,1741,1189,1687,1087,1659,2231,249
"KY","Hickman",2712,401,2578,413,2341,452,687,1967
"KY","Hopkins",2301,265,2410,212,2122,400,1787,640
"KY","Jackson",2501,1827,2473,1789,2199,1805,1747,556
"KY","Jefferson",594,600,782,524,713,495,1868,1947
"KY","Jessamine",2087,325,2251,381,2172,448,742,483
"KY","Johnson",1434,2232,1030,2194,612,2459,2127,565
"KY","Kenton",961,1824,1159,1682,1071,1723,258,2620
"KY","Knott",1887,1182,1142,1340,391,1720,1023,1768
"KY","Knox",1611,2636,1355,2602,1066,2680,253,1788
"KY","Larue",676,1750,748,1708,621,1649,644,2888
"KY","Laurel",2046,632,1874,680,1636,741,285,1912
"KY","Lawrence",1184,1625,832,1504,474,1679,1459,895
"KY","Lee",2650,849,2494,812,2157,837,58,1921
"KY","Leslie",255,1586,2516,1523,1761,1823,1775,949
"KY","Letcher",1742,1941,1148,2046,592,2403,1654,1690
"KY","Lewis",572,1635,478,1399,327,1446,494,2505
"KY","Lincoln",1228,2243,1202,2268,1114,2318,2421,1791
"KY","Livingston",810,1191,567,1248,331,1359,715,2512
"KY","Logan",1590,2408,1624,2395,1494,2421,2559,1542
"KY","Lyon",636,911,531,936,351,1049,1171,2586
"KY","McCracken",133,733,133,769,4,847,58,1242
"KY","McCreary",475,1753,270,1685,69,1852,2599,906
"KY","McLean",676,1140,780,1021,402,1195,2214,1979
"KY","Madison",151,773,247,806,146,900,2677,1460
"KY","Magoffin",1256,1261,876,1038,403,1470,191,1030
"KY","Marion",1475,1675,1558,1620,1477,1614,182,1627
"KY","Marshall",2289,2768,2130,2809,1952,45,1140,2007
"KY","Martin",457,1331,2575,1214,2107,1396,1536,269
"KY","Mason",1156,1831,1262,1695,1118,1742,1523,1510
"KY","Meade",1574,2472,1786,2349,1712,2359,782,1967
"KY","Menifee",271,249,285,176,48,494,1295,2732
"KY","Mercer",1409,2392,1398,2372,1306,2404,2276,871
"KY","Metcalfe",427,1180,360,1176,396,1183,1007,2578
"KY","Monroe",159,1901,75,1512,2692,1603,2665,1505
"KY","Montgomery",1836,2171,1757,2193,1567,2315,2102,1763
"KY","Morgan",1098,1194,734,1027,348,1328,1356,2595
"KY","Muhlenberg",2331,2393,2249,2307,1889,2573,12,1567
"KY","Nelson",2313,21,2514,11,2448,77,1398,2817
"KY","Nicholas",319,644,281,592,2713,574,2185,394
"KY","Ohio",1548,2315,1704,2127,1314,2332,2425,844
"KY","Oldham",2557,765,2,763,2676,856,840,2608
"KY","Owen",536,1362,622,1290,457,1310,32,887
"KY","Owsley",1773,534,1623,295,1240,331,76,1606
"KY","Pendleton",762,1726,825,1561,710,1540,1085,513
"KY","Perry",2066,2288,1509,2369,822,2616,174,1861
"KY","Pike",374,291,2757,281,2085,702,875,2639
"KY","Powell",942,1195,855,1220,543,1205,1736,852
"KY","Pulaski",2172,814,2120,815,1945,883,280,1515
"KY","Robertson",1723,2384,1841,2039,1468,2180,1708,1009
"KY","Rockcastle",309,1942,406,1889,94,1992,921,2552
"KY","Rowan",1850,1728,1712,1638,1485,1693,2601,2147
"KY","Russell",638,2246,524,2156,412,2308,1406,2022
"KY","Scott",2276,64,2524,198,2436,320,106,2415
"KY","Shelby",2041,102,2361,166,2295,225,2403,539
"KY","Simpson",1200,1799,1208,1800,1156,1801,2155,364
"KY","Spencer",782,1944,1087,2048,1098,2164,878,1998
"KY","Taylor",1316,2488,1400,2500,1420,2532,753,2478
"KY","Todd",445,1432,502,1441,378,1418,1079,2667
"KY","Trigg",828,1717,956,1718,858,1839,55,1562
"KY","Trimble",396,1022,462,947,340,915,524,1963
"KY","Union",1020,1537,1224,1363,755,1663,2548,1234
"KY","Warren",402,1107,666,1117,584,1163,338,1887
"KY","Washington",609,1515,740,1430,576,1514,598,1267
"KY","Wayne",1141,2005,926,1916,705,2054,407,1689
"KY","Webster",975,1420,1019,1327,644,1563,412,2318
"KY","Whitley",1672,2833,1521,3,1168,22,248,1801
"KY","Wolfe",621,392,471,416,2755,543,833,160
"KY","Woodford",1827,2430,1984,2434,1919,2480,2368,743
"LA","Acadia  ",2667,577,2396,779,2281,845,1892,2572
"LA","Allen  ",1600,2039,1262,2278,1135,2336,2024,928
"LA","Ascension  ",372,1079,447,1366,557,1467,861,2416
"LA","Assumption  ",2108,1986,1908,2204,1883,2253,563,1563
"LA","Avoyelles  ",2399,2671,2267,21,2192,75,1623,2383
"LA","Beauregard  ",1559,2822,1354,81,1238,140,1907,145
"LA","Bienville  ",1408,1534,1555,1594,1500,1573,1006,258
"LA","Bossier  ",211,1328,278,1419,281,1516,1340,1608
"LA","Caddo  ",1999,2115,2110,2015,2121,2038,269,1530
"LA","Calcasieu  ",1430,1892,1331,1967,1245,2027,1967,1954
"LA","Caldwell  ",365,1455,120,1567,14,1572,1111,2098
"LA","Cameron  ",349,1414,2229,1350,1697,1422,2427,1625
"LA","Catahoula  ",577,1423,599,1501,382,1213,1386,1419
"LA","Claiborne  ",1260,1605,1332,1588,1325,1574,326,1500
"LA","Concordia  ",1492,2117,1608,2124,1616,2096,1157,1550
"LA","De Soto  ",1968,2298,2043,2382,2072,2498,1398,2117
"LA","East Baton Rouge  ",2566,2886,2816,2816,26,2794,1934,2624
"LA","East Carroll  ",792,371,968,275,934,154,33,2693
"LA","East Feliciana  ",1705,2002,1796,2061,1849,2080,698,83
"LA","Evangeline  ",2154,2682,2160,2850,2023,15,1718,2141
"LA","Franklin  ",1250,2275,1294,2269,1289,2297,1708,49
"LA","Grant  ",788,2225,453,2389,392,2456,1053,2342
"LA","Iberia  ",235,807,260,829,206,889,193,2525
"LA","Iberville  ",2554,2355,2700,2447,2726,2487,83,912
"LA","Jackson  ",1093,2009,1052,2001,974,2020,2487,2509
"LA","Jefferson  ",2433,205,2299,149,2363,23,876,2020
"LA","Jefferson Davis  ",1935,2628,1659,2774,1499,3,2340,6
"LA","La Salle  ",154,1998,1414,2251,1380,2337,1321,103
"LA","Lafayette  ",1374,2201,2774,1160,2725,1249,1399,2408
"LA","Lafourche  ",408,997,2647,2110,2452,2164,2504,1400
"LA","Lincoln  ",2440,91,2602,75,2495,84,2111,2206
"LA","Livingston  ",2786,1483,2326,1763,2425,1848,2295,101
"LA","Madison  ",990,1008,1368,909,1368,849,2269,1943
"LA","Morehouse  ",2053,2529,2146,2456,2147,2354,1168,820
"LA","Natchitoches  ",2461,2792,2533,2741,2493,2765,1930,2340
"LA","Orleans  ",468,1804,181,1207,249,1230,2306,2766
"LA","Ouachita  ",914,1775,1068,1714,1161,1709,344,1075
"LA","Plaquemines  ",1740,2611,1484,2384,1535,2331,1032,1733
"LA","Pointe Coupee  ",2145,2120,2102,2354,2051,2344,1426,2421
"LA","Rapides  ",721,1500,812,1555,797,1590,1856,2402
"LA","Red River  ",876,1105,868,1063,944,1084,691,1584
"LA","Richland  ",1359,2131,1449,2146,1695,2493,761,1057
"LA","Sabine  ",1208,2385,955,2452,905,2568,1355,2302
"LA","St. Bernard  ",2794,817,1526,2827,1957,2684,601,2599
"LA","St. Charles  ",2660,472,2633,599,2627,584,1891,31
"LA","St. Helena  ",1389,976,1548,1079,1739,1218,2527,643
"LA","St. James  ",2296,1877,2386,2061,2375,2031,1429,1101
"LA","St. John the Baptist  ",26,2754,254,2719,304,2547,2180,2111
"LA","St. Landry  ",672,740,824,911,774,925,274,2547
"LA","St. Martin  ",28,243,2746,433,2700,559,615,978
"LA","St. Mary  ",2750,314,2737,338,2708,419,2475,660
"LA","St. Tammany  ",1064,2538,1053,2629,1108,2681,2452,480
"LA","Tangipahoa  ",477,1163,592,1375,647,1391,1180,2784
"LA","Tensas  ",425,456,595,376,502,281,593,1469
"LA","Terrebonne  ",350,1174,165,1212,200,1299,336,211
"LA","Union  ",1353,2527,1371,2509,1349,2536,79,1396
"LA","Vermilion  ",2692,498,2257,704,2103,782,1146,2612
"LA","Vernon  ",1688,114,1536,214,1378,257,1851,855
"LA","Washington  ",2317,110,2228,248,2240,184,1131,400
"LA","Webster  ",2368,120,2315,160,2332,174,2039,283
"LA","West Baton Rouge  ",1954,2207,1992,2340,2095,2428,2151,181
"LA","West Carroll  ",223,1614,2671,1678,2585,1567,1974,2427
"LA","West Feliciana  ",922,1259,1032,1378,1043,1420,2307,1672
"LA","Winn  ",832,1825,838,1863,742,1845,933,1467
"MA","Suffolk",680,2138,2472,2101,282,243,559,1862
"MA","Berkshire",1913,631,1962,471,1855,1174,343,172
"MA","Dukes",2443,1154,449,2740,395,2814,1919,956
"MA","Hampshire",2005,910,2552,1042,1913,445,283,65
"MA","Franklin",1108,118,871,382,221,2484,1760,658
"MA","Middlesex",1804,1042,1218,2817,838,506,120,2590
"MA","Bristol",435,2666,224,2436,2137,918,910,408
"MA","Nantucket",1538,863,2132,864,2497,1225,1988,984
"MA","Hampden",134,2464,1881,1048,763,599,2490,1094
"MA","Norfolk",802,305,1711,739,1176,2812,783,588
"MA","Essex",763,366,807,377,798,470,1030,45
"MA","Worcester",746,443,325,145,2370,2238,904,223
"MA","Barnstable",2436,2216,860,2138,903,2202,2308,2082
"MA","Plymouth",242,58,819,506,1612,943,1015,1976
"MD","Allegany",60,783,79,723,2717,785,1691,795
"MD","Anne Arundel",31,346,261,314,256,322,2218,868
"MD","Baltimore city",624,1576,894,562,811,472,170,170
"MD","Baltimore",678,615,896,1236,807,1132,737,347
"MD","Calvert",522,1011,828,974,795,1017,662,1000
"MD","Caroline",1605,2517,1966,2580,1886,2589,576,1093
"MD","Carroll",968,2146,1227,2065,1186,2130,1565,2769
"MD","Cecil",426,982,665,1020,546,1065,1028,2137
"MD","Charles",1296,1265,1795,1107,1864,1069,272,1226
"MD","Dorchester",2068,2596,2372,2603,2361,2582,1812,1070
"MD","Frederick",1661,2242,2080,2088,2027,2176,2040,2607
"MD","Garrett",1435,2771,1597,2718,1317,2838,1940,2156
"MD","Harford",1666,2473,1934,2446,1907,2474,936,23
"MD","Howard",2437,2238,2663,2093,2617,2141,1766,2529
"MD","Kent",1765,1965,1960,1934,1869,1922,2629,1824
"MD","Montgomery",1205,379,1389,203,1261,137,1701,1857
"MD","Prince George's",1136,2149,1457,1634,1379,1405,1326,2664
"MD","Queen Anne's",2414,455,2642,495,2543,541,1345,1292
"MD","St. Mary's",359,1037,744,1057,726,1152,2334,620
"MD","Somerset",1687,1959,1915,1965,2002,1994,518,1196
"MD","Talbot",2455,151,2702,114,2589,148,1471,1993
"MD","Washington",825,1600,1149,1474,990,1479,2424,12
"MD","Wicomico",467,947,773,921,716,908,748,1648
"MD","Worcester",2761,517,142,541,58,547,553,908
"ME","Androscoggin",1350,1070,1369,957,1719,1857,2546,602
"ME","Aroostook",772,693,763,565,2204,1810,1327,2089
"ME","Cumberland",2739,2351,60,2113,2474,2531,2016,1989
"ME","Franklin",2738,2515,13,2335,1506,1170,2169,2772
"ME","Hancock",657,442,739,286,653,525,1265,1389
"ME","Kennebec",1525,1321,1591,1184,126,2742,342,835
"ME","Knox",259,13,380,2703,1629,1578,28,2864
"ME","Lincoln",132,36,196,2775,637,290,1402,1732
"ME","Oxford",567,423,683,302,533,223,538,422
"ME","Penobscot",1692,1724,1735,1586,214,227,225,621
"ME","Piscataquis",1805,2088,1816,1895,309,2646,2592,535
"ME","Sagadahoc",110,2827,225,2690,176,2670,252,2793
"ME","Somerset",342,321,344,205,1276,961,81,2807
"ME","Waldo",156,30,203,2799,2683,2298,959,1248
"ME","Washington",2598,2729,2594,2590,7,2184,2277,2603
"ME","York",2177,1982,2293,1736,125,2759,40,2190
"MI","Alcona",1266,1563,1265,1471,1053,1546,57,52
"MI","Alger",1016,1019,1061,925,918,1008,623,1739
"MI","Allegan",759,1488,1034,1309,767,1284,575,1149
"MI","Alpena",2462,2563,2520,2433,2279,2491,666,1461
"MI","Antrim",1982,2687,2217,2490,1970,2594,1879,2783
"MI","Arenac",1700,1733,1734,1606,1555,1698,1776,2695
"MI","Baraga",565,827,637,727,510,761,928,1888
"MI","Barry",129,758,352,596,144,633,167,954
"MI","Bay",1367,1120,1437,1017,1167,1032,2594,812
"MI","Benzie",1795,2082,2090,1873,1860,2003,891,1256
"MI","Berrien",1431,1748,1694,1535,1443,1622,1684,2135
"MI","Branch",2404,89,2617,2812,2273,2842,1272,1640
"MI","Calhoun",1323,1422,1511,1226,1293,1250,1849,131
"MI","Cass",2747,324,217,125,2730,318,1018,1374
"MI","Charlevoix",2149,2660,2351,2463,2155,2611,2325,468
"MI","Cheboygan",2193,2594,2335,2392,2132,2489,1924,2735
"MI","Chippewa",2435,2775,2587,2624,2380,2648,1743,2736
"MI","Clare",2402,2463,2485,2374,2237,2442,1973,2788
"MI","Clinton",484,946,804,809,682,880,1726,2705
"MI","Crawford",1376,1714,1508,1518,1315,1598,568,958
"MI","Delta",2724,2853,2819,2697,2561,2834,863,1787
"MI","Dickinson",2128,2577,2195,2418,1937,2560,2184,140
"MI","Eaton",1103,1323,1356,1112,1222,1154,1622,2717
"MI","Emmet",2378,34,2632,2781,2401,26,1036,1229
"MI","Genesee",270,2691,430,2454,275,2476,2272,85
"MI","Gladwin",2283,2399,2311,2294,2114,2373,34,2686
"MI","Gogebic",1808,1683,1909,1438,1690,1489,1583,2633
"MI","Grand Traverse",679,1218,995,1058,839,1171,1261,1691
"MI","Gratiot",2456,2869,2711,2633,2446,2645,851,1221
"MI","Hillsdale",2424,307,2668,138,2382,212,2032,2886
"MI","Houghton",2349,2747,2481,2593,2276,2616,1864,454
"MI","Huron",2490,2851,2608,2649,2252,2711,2104,2697
"MI","Ingham",2500,2133,2745,1868,2518,1843,1805,86
"MI","Ionia",68,618,267,419,102,454,2460,1811
"MI","Iosco",2318,2499,2445,2331,2224,2423,2469,631
"MI","Iron",1404,1426,1358,1276,1171,1406,1757,2669
"MI","Isabella",226,203,607,137,292,93,798,1581
"MI","Jackson",1365,1708,1602,1521,1400,1568,155,270
"MI","Kalamazoo",2242,2189,2521,1995,2348,2046,1095,1679
"MI","Kalkaska",1393,2024,1613,1829,1413,1955,2234,2004
"MI","Kent",172,655,474,467,330,570,950,2288
"MI","Keweenaw",2272,2597,2222,2497,2130,2569,375,520
"MI","Lake",1170,1102,1277,958,1198,1086,1957,2635
"MI","Lapeer",661,1125,900,961,721,1030,762,1381
"MI","Leelanau",2218,2576,2453,2400,2285,2527,282,1333
"MI","Lenawee",846,1131,1057,938,890,967,2241,2487
"MI","Livingston",1476,2222,1758,2096,1570,2234,583,1176
"MI","Luce",40,685,199,474,2721,509,1457,2354
"MI","Mackinac",1245,1607,1334,1416,1158,1472,2243,711
"MI","Macomb",777,853,948,752,832,798,843,1603
"MI","Manistee",2266,2311,2434,2084,2260,2168,645,993
"MI","Marquette",619,466,781,308,677,394,1896,2423
"MI","Mason",2278,2640,2535,2438,2338,2538,534,503
"MI","Mecosta",2506,2858,2710,2769,2434,2784,1962,2704
"MI","Menominee",2050,2233,2191,1914,2004,2123,2068,41
"MI","Midland",684,1062,859,943,633,1041,1494,2380
"MI","Missaukee",981,2015,1267,1811,956,1883,509,1054
"MI","Monroe",1539,1621,1657,1525,1546,1541,508,2084
"MI","Montcalm",142,491,329,347,138,397,1143,1777
"MI","Montmorency",913,1452,1026,1222,824,1291,2426,665
"MI","Muskegon",1810,1536,2074,1260,1789,1358,294,1507
"MI","Newaygo",2689,376,85,204,2607,295,1534,1552
"MI","Oakland",1395,1397,1592,1189,1502,1305,2140,550
"MI","Oceana",2077,2381,2281,2169,1962,2291,1453,1277
"MI","Ogemaw",2019,2126,2076,1990,1899,2091,1642,2485
"MI","Ontonagon",709,986,784,714,519,792,1297,2409
"MI","Osceola",1821,2365,1933,2200,1667,2264,185,903
"MI","Oscoda",647,1132,737,983,569,997,1153,2511
"MI","Otsego",1884,2529,2125,2365,1859,2446,56,1259
"MI","Ottawa",1522,2782,2003,2636,1756,2734,1499,2659
"MI","Presque Isle",1488,1697,1590,1533,1388,1613,1818,2775
"MI","Roscommon",2367,2512,2403,2358,2213,2385,1009,1827
"MI","Saginaw",2088,1916,2207,1734,2052,1772,1739,2636
"MI","St. Clair",1543,1801,1709,1622,1460,1647,1774,1844
"MI","St. Joseph",2761,516,237,306,10,351,1037,1955
"MI","Sanilac",2529,292,2704,74,2398,119,2367,525
"MI","Schoolcraft",872,989,921,860,715,921,1878,396
"MI","Shiawassee",585,806,771,588,608,589,363,1132
"MI","Tuscola",251,519,361,389,160,478,261,817
"MI","Van Buren",537,698,721,537,551,595,2361,701
"MI","Washtenaw",102,2276,310,2052,202,2139,333,731
"MI","Wayne",2210,1138,2312,928,2159,916,288,1986
"MI","Wexford",2216,2758,2460,2583,2102,2606,1938,1008
"MN","Aitkin",1846,1928,1865,1853,1785,1842,1773,1
"MN","Anoka",2548,2780,2661,2753,2623,2813,1344,2129
"MN","Becker",2355,2864,2518,2708,2334,2789,2374,2809
"MN","Beltrami",63,27,208,2847,174,2848,1943,114
"MN","Benton",2552,8,2623,34,2535,102,2538,105
"MN","Big Stone",479,480,508,370,329,416,2025,317
"MN","Blue Earth",583,547,760,463,679,499,2608,614
"MN","Brown",2001,2693,2148,2480,2083,2600,420,584
"MN","Carlton",141,2373,157,2324,135,2352,1573,2740
"MN","Carver",552,1269,856,1208,830,1372,2510,2641
"MN","Cass",2374,2744,2440,2681,2340,2754,884,1282
"MN","Chippewa",1484,1365,1445,1255,1353,1307,1889,2899
"MN","Chisago",217,544,290,553,244,601,786,1610
"MN","Clay",289,436,606,216,475,345,2614,768
"MN","Clearwater",712,1063,733,966,636,1022,302,410
"MN","Cook",614,484,816,262,792,268,116,1291
"MN","Cottonwood",1197,1548,1205,1380,1035,1444,746,185
"MN","Crow Wing",375,793,537,734,436,813,585,1582
"MN","Dakota",43,100,174,44,157,118,113,991
"MN","Dodge",1719,2161,1826,2071,1802,2114,119,2894
"MN","Douglas",2567,209,2726,140,2599,237,1332,2347
"MN","Faribault",1589,1937,1597,1723,1474,1712,2143,446
"MN","Fillmore",2171,2185,2178,1953,2100,1964,886,1880
"MN","Freeborn",2770,2567,2809,2402,2689,2439,1607,2299
"MN","Goodhue",208,335,253,293,215,353,2110,2747
"MN","Grant",701,775,719,600,565,692,2633,451
"MN","Hennepin",1620,1121,1752,975,1745,1044,121,898
"MN","Houston",2040,2168,2172,1888,2014,1976,1741,811
"MN","Hubbard",1905,2332,1940,2325,1858,2363,1692,2150
"MN","Isanti",2529,143,2595,151,2509,209,1454,2494
"MN","Itasca",316,77,354,29,271,56,2029,418
"MN","Jackson",1160,1340,1145,1228,952,1338,2582,322
"MN","Kanabec",1534,1870,1600,1814,1531,1788,464,1558
"MN","Kandiyohi",2720,196,14,148,2759,158,977,2035
"MN","Kittson",320,331,469,12,232,117,2324,311
"MN","Koochiching",1556,1539,1571,1284,1489,1255,2471,404
"MN","Lac qui Parle",1015,889,909,773,779,812,966,1541
"MN","Lake",1747,1224,1741,1133,1688,1151,309,1010
"MN","Lake of the Woods",2708,430,2782,294,2592,360,1320,1293
"MN","Le Sueur",2308,2580,2386,2511,2321,2565,2007,560
"MN","Lincoln",489,675,482,475,399,585,1816,2796
"MN","Lyon",2044,2482,2225,2275,2055,2355,2531,822
"MN","McLeod",2345,162,2489,113,2358,130,1595,2490
"MN","Mahnomen",326,154,428,2648,264,2716,1895,248
"MN","Marshall",976,1410,989,963,703,1035,2617,2891
"MN","Martin",1860,2315,1808,2222,1689,2371,231,1405
"MN","Meeker",2044,2415,2071,2361,1942,2424,1164,2452
"MN","Mille Lacs",2133,2479,2216,2418,2132,2435,1373,2629
"MN","Morrison",2363,2854,2302,2841,2206,14,1547,2668
"MN","Mower",226,2549,166,2423,112,2433,1526,323
"MN","Murray",925,1206,1007,983,883,1096,2352,2750
"MN","Nicollet",2651,2733,2802,2573,2745,2640,299,1317
"MN","Nobles",1646,2046,1763,1777,1597,1858,2429,2687
"MN","Norman",769,717,887,224,620,414,1164,2058
"MN","Olmsted",1451,1617,1639,1539,1648,1582,270,669
"MN","Otter Tail",203,825,392,705,209,776,1522,1540
"MN","Pennington",1371,1630,1490,1410,1329,1436,2619,914
"MN","Pine",2438,2455,2405,2380,2319,2411,879,1687
"MN","Pipestone",730,1355,821,1139,617,1246,1806,2646
"MN","Polk",2348,2739,2543,2439,2326,2543,142,1446
"MN","Pope",1441,1454,1453,1339,1312,1386,1840,2768
"MN","Ramsey",604,2856,707,2716,700,2710,861,1620
"MN","Red Lake",2758,191,123,2854,2681,2862,650,2456
"MN","Redwood",1366,1964,1431,1757,1321,1854,1978,166
"MN","Renville",1596,1848,1651,1656,1464,1728,729,2011
"MN","Rice",550,395,644,386,596,463,868,1949
"MN","Rock",807,1371,865,1193,756,1236,422,562
"MN","Roseau",1052,2102,1366,1801,1207,1814,367,1358
"MN","St. Louis",2520,1711,2527,1629,2420,1671,709,2109
"MN","Scott",1018,1569,1278,1559,1309,1690,2056,1819
"MN","Sherburne",508,1112,686,1123,640,1224,1227,1683
"MN","Sibley",1368,1906,1317,1818,1284,1890,337,1365
"MN","Stearns",1427,1774,1549,1700,1448,1779,771,2030
"MN","Steele",2543,42,2698,8,2604,2880,1083,1904
"MN","Stevens",1247,1342,1211,1161,1188,1220,2146,148
"MN","Swift",1387,1090,1272,919,1197,972,867,1246
"MN","Todd",1971,2433,2054,2338,1904,2386,587,1311
"MN","Traverse",21,84,46,2784,2701,2696,1186,2699
"MN","Wabasha",2098,2267,2126,2188,2044,2244,2163,67
"MN","Wadena",1225,1784,1257,1701,1072,1724,1603,2438
"MN","Waseca",1738,2127,1802,2008,1773,2014,592,1928
"MN","Washington",2239,2360,2395,2305,2369,2425,1217,2235
"MN","Watonwan",1090,1317,1105,1082,1073,1104,2232,2327
"MN","Wilkin",171,1013,507,694,246,774,680,1233
